image_name,prompt_a,prompt_b,prompt_c,negative_prompt,guidance_scale,beta,log_weight,Adapter_A,Adapter_B,StrengthA,StrengthB,clip_score,laion_score
53.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1643.328125,,,,,31.76019859313965,8.482952117919922
54.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1811.8515625,,,,,31.424226760864258,8.519950866699219
55.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1846.0859375,,,,,31.84439468383789,7.92525053024292
56.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1701.484375,,,,,29.839357376098633,7.897139072418213
57.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1707.8203125,,,,,31.050527572631836,8.184921264648438
58.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1806.96875,,,,,28.87972068786621,8.349985122680664
59.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1858.6015625,,,,,32.29512023925781,8.199273109436035
60.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1637.546875,,,,,29.53607177734375,7.845015048980713
61.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1813.375,,,,,31.21687126159668,8.012247085571289
62.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1824.7265625,,,,,30.901103973388672,7.678986549377441
63.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1542.984375,,,,,27.896034240722656,8.154754638671875
64.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1779.5234375,,,,,29.065597534179688,8.012735366821289
65.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1741.1953125,,,,,31.143030166625977,8.2162504196167
66.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1651.8046875,,,,,29.49819564819336,7.817793369293213
67.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1605.21875,,,,,32.30018615722656,7.840541839599609
68.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1552.8125,,,,,31.39776611328125,8.100515365600586
69.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1611.4453125,,,,,32.30250930786133,7.499814033508301
70.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-2058.890625,,,,,30.820188522338867,8.20897102355957
71.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-2030.2734375,,,,,31.30267906188965,8.070134162902832
72.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1434.9453125,,,,,30.965307235717773,7.652827739715576
73.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1742.234375,,,,,31.25637435913086,8.223776817321777
74.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1514.078125,,,,,32.965904235839844,7.942387104034424
75.png,"A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel style, made of small 3D cubes, blocky geometric structures, digital cubic joints, block-based armor plates, pixelated aesthetic, 8-bit digital world, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, sexy style, highly detailed skin texture, sleek organic robotic joints, form-fitting glowing armor, translucent clothing, attractive aesthetic, photorealistic, cinematic lighting, masterpiece, 8k.","A futuristic female cyborg standing in a neon-lit cyberpunk street, voxel art style, made of 3D blocks, combined with sexy style, highly detailed skin texture, sleek robotic joints, glowing armor, translucent clothing, masterpiece, 8k.","blurry, low_quality, distorted",7.5,0.7,-1951.0625,,,,,31.187843322753906,8.160569190979004
